ID,PRODUCT,QUANTITY,UNIT_PRICE,DATE,COUNTRY,USER,DOB
3213,gun,8,19.05,22-03-2023,Mayotte,Melissa Turner,21-08-1961
8923,color,98,29.03,18-02-2023,Bulgaria,Michael Jones,26-06-1992
6264,successful,27,44.59,18-06-2022,Djibouti,Christopher Brown,31-07-2003
4611,land,31,35.58,24-07-2022,Namibia,Joseph Kelly,13-04-1976
3233,matter,69,27.62,18-10-2022,Tokelau,Kim Jones,10-06-1989
5753,hear,70,50.29,18-06-2022,Tuvalu,Gary Zamora,21-02-1947
4917,end,14,73.91,26-12-2022,Trinidad and Tobago,Michael Mckee,11-06-1952
1389,in,30,10.91,22-11-2022,Holy See (Vatican City State),Deborah Burns,18-06-1960
2628,power,1,83.62,09-10-2022,Zimbabwe,John Rodriguez,27-01-2004
7552,music,67,7.60,18-03-2023,Belgium,John Parker,13-06-2001
8188,mind,62,90.28,11-01-2023,Namibia,Jesus Burke,13-08-1997
5383,minute,74,47.47,27-06-2022,Algeria,Julie Anthony,05-05-1991
9163,history,43,25.89,08-07-2022,Liberia,David Mcdonald,23-08-1975
5169,either,92,17.45,30-11-2022,Guinea-Bissau,Barry Grant,13-10-1963
2590,kid,3,8.91,03-03-2023,Dominica,Natalie Baird,22-08-1958
6221,parent,11,74.23,28-01-2023,Barbados,Anne Yates,14-08-1984
603,beyond,75,14.47,14-03-2023,Marshall Islands,Keith Leblanc,03-12-1990
4491,participant,20,5.10,29-12-2022,Saint Kitts and Nevis,Samuel Howard,22-11-1952
8838,season,18,14.59,20-08-2022,Tunisia,Cesar Norton,01-11-1988
6069,foot,27,6.58,27-10-2022,Bermuda,Amber Hoffman,05-07-1960
6162,scene,79,46.01,24-08-2022,Denmark,Eddie Campbell,07-07-1994
2574,miss,11,40.54,26-09-2022,Cook Islands,Robin Kennedy,18-02-1992
259,money,39,44.69,01-08-2022,Netherlands,Suzanne Cortez,23-07-1971
7396,level,95,74.19,05-08-2022,Kazakhstan,Derek Lara,26-11-1966
6891,likely,59,0.77,28-06-2022,Micronesia,Yolanda Jackson,03-06-1957
191,health,92,95.10,14-11-2022,Sao Tome and Principe,Mr. Justin Castaneda,16-03-1989
3081,article,70,60.03,25-06-2022,Czech Republic,Todd Alvarado,31-05-1971
9325,control,25,81.67,05-12-2022,Honduras,Mark Huber,12-11-1949
4376,evening,10,23.14,21-05-2023,Netherlands Antilles,Kimberly King,09-12-1996
6414,arrive,5,98.92,26-07-2022,Spain,Eileen Perez,13-01-1996
9783,hope,21,61.91,22-12-2022,United States Minor Outlying Islands,Kimberly Jackson,29-06-1944
9285,hope,7,60.89,01-10-2022,Nicaragua,Austin Herring,14-12-1944
112,individual,72,86.93,11-09-2022,Heard Island and McDonald Islands,Christopher Watson,29-10-1966
9118,away,22,28.87,21-08-2022,Cocos (Keeling) Islands,Mary Young,17-04-1944
8294,operation,65,85.64,25-12-2022,Russian Federation,Jamie Harris,31-10-1974
5235,address,11,85.64,13-10-2022,Saint Kitts and Nevis,Matthew Wong,03-05-1950
8824,property,49,41.05,21-06-2022,Maldives,Karen Osborne,16-10-1952
7374,fly,13,41.42,15-02-2023,Jersey,Kevin Smith,27-11-1994
300,these,90,6.84,17-12-2022,Timor-Leste,Patricia Byrd,23-11-1969
6000,record,65,68.82,16-09-2022,British Indian Ocean Territory (Chagos Archipelago),Alejandra Peterson,24-12-1997
7012,eight,82,92.25,07-11-2022,Gambia,Becky Costa,07-05-1958
7586,since,69,75.68,13-09-2022,Ukraine,Pamela Young,25-07-1974
2438,old,13,1.23,28-07-2022,Djibouti,Dawn Bowen,25-08-1987
8574,night,17,95.09,01-07-2022,Moldova,Daniel Nolan,05-03-1950
1120,experience,80,8.99,30-01-2023,United Arab Emirates,Jon Williams,15-09-1966
4901,fall,100,73.47,26-07-2022,Colombia,Tiffany Horne,29-07-1949
3671,start,61,63.32,07-02-2023,New Zealand,Ronald Campbell,26-06-1990
659,today,51,43.84,18-02-2023,United Kingdom,Carla Williams,12-06-1971
5033,attack,33,88.38,20-06-2022,Wallis and Futuna,Darrell Padilla,21-07-1952
4572,behind,5,48.89,05-04-2023,Gibraltar,Brian Cole,02-09-1944
5154,interest,41,35.86,10-08-2022,Gibraltar,Tanner Lawrence,18-09-1947
8629,true,44,80.04,15-01-2023,Malta,Renee Myers,28-03-1973
3090,section,17,15.27,16-09-2022,Kuwait,Joseph Holt,06-10-1969
5328,sea,34,72.99,16-11-2022,Moldova,Kim Reed,24-06-1974
1431,church,76,42.15,13-10-2022,Maldives,Dr. Corey Johnson,17-11-1958
2911,employee,55,46.02,03-12-2022,Liberia,James Ortiz,20-12-1982
868,identify,92,15.56,25-05-2023,Latvia,Patricia Becker,26-05-1980
5626,piece,71,41.49,30-08-2022,Bangladesh,Brandy Thompson,11-02-1944
3533,side,15,46.95,21-03-2023,Congo,Andrea Mendez,11-06-1951
4851,total,47,28.07,22-07-2022,Poland,Steven Oconnor,18-06-1970
6014,result,72,83.65,29-03-2023,Colombia,Jordan Gibbs,16-04-1967
2973,remember,76,24.66,26-12-2022,Niger,Joseph Whitaker,05-04-1953
343,against,80,37.25,23-06-2022,Senegal,Eric Foley,10-10-1959
9197,happy,72,89.41,26-08-2022,Cocos (Keeling) Islands,Dawn Mathis DDS,20-04-1959
5342,fish,21,86.13,03-12-2022,Iceland,Megan Thomas,17-07-1997
1132,rock,82,91.71,25-02-2023,Moldova,Lori King,30-03-1946
714,enough,34,60.66,25-12-2022,Sri Lanka,Kimberly Ali,30-07-1987
1973,someone,75,80.17,28-01-2023,Gibraltar,Joseph Gates,07-01-1963
8352,market,40,38.93,14-02-2023,French Polynesia,Cynthia Moses,27-04-1982
8417,smile,3,25.13,27-06-2022,New Zealand,Amanda Harris,27-04-1991
476,artist,83,57.29,06-03-2023,Reunion,Bill Lara,02-02-1949
9470,amount,56,95.50,16-11-2022,Latvia,Kelly Jones,21-09-1970
4967,high,59,70.16,02-01-2023,Trinidad and Tobago,James Black,06-02-2005
7062,cost,30,57.86,11-05-2023,Ghana,Madison Noble,08-02-1998
1613,provide,5,47.61,23-11-2022,Timor-Leste,Kathryn Moore,20-12-1988
2178,thought,44,71.80,25-06-2022,Lao People's Democratic Republic,Kerry Campos,22-11-1970
2329,action,29,99.92,10-07-2022,Tunisia,Maxwell Collins,25-11-1967
3713,scene,12,91.93,01-11-2022,Japan,Joseph Ramirez,09-12-1994
6097,matter,31,64.13,21-08-2022,Cyprus,Beth James,03-08-1979
3998,organization,46,25.17,27-08-2022,Niue,Lisa Robertson,29-08-1942
1288,finally,69,46.60,27-01-2023,Tuvalu,Lisa Floyd,25-11-1952
8888,husband,35,74.08,01-03-2023,Guernsey,Andrew Gomez,09-08-1942
8767,reveal,98,75.36,09-09-2022,Ghana,Roy Fischer,25-11-1962
8414,such,82,27.87,24-05-2023,Netherlands Antilles,Amy Rogers,14-01-1949
461,reveal,75,4.69,12-11-2022,Qatar,Joseph Lopez,07-02-1989
1645,you,99,71.63,28-03-2023,Algeria,Scott Blankenship,18-09-2003
1939,show,99,86.82,31-12-2022,Bermuda,Brittany Alvarado,06-12-1992
1893,walk,9,86.59,05-02-2023,South Africa,David Curtis,09-07-1944
2844,explain,87,11.01,22-09-2022,Zimbabwe,Julie Woods,23-08-1970
8467,light,9,91.09,13-09-2022,Niger,Michelle Miller,25-12-1949
560,western,4,70.79,04-02-2023,Luxembourg,Belinda Johnson,10-05-2003
1145,we,5,54.28,13-12-2022,Guinea,Denise Burnett,18-10-1975
4565,set,43,42.70,27-11-2022,Slovakia (Slovak Republic),Natalie Johnson,13-09-1977
2672,forget,21,77.97,01-03-2023,United States of America,Jonathan Jones,08-08-1945
2347,chair,94,56.12,25-03-2023,Turks and Caicos Islands,Matthew Wright,05-01-1974
5020,network,32,86.30,18-03-2023,Christmas Island,Laura Ingram,19-01-1996
8060,race,66,0.56,28-02-2023,Cuba,Bradley Obrien,21-02-2003
5845,including,90,13.85,25-03-2023,Montenegro,Karen Harris,19-12-1943
3491,fish,74,55.55,26-07-2022,Israel,Michelle Brown,29-04-1986
572,second,44,4.53,11-11-2022,Sri Lanka,Jodi Brown,31-10-1956
6603,customer,22,86.19,02-09-2022,Northern Mariana Islands,Sheila Cowan,08-11-1960
7256,fire,92,99.46,27-11-2022,Bahamas,Derrick Turner,05-07-1961
5965,people,82,9.91,05-07-2022,Bouvet Island (Bouvetoya),Michael Young,14-01-2002
5791,night,82,72.75,21-02-2023,Dominican Republic,Jacob Gardner,11-04-1966
3840,performance,89,72.97,07-02-2023,Tajikistan,Devin Ellis,06-03-2002
7845,build,84,95.21,21-09-2022,Israel,Amy Stephens,09-11-1946
2963,sort,75,60.72,24-02-2023,Equatorial Guinea,Adam Wright,17-06-1997
7666,way,82,44.04,05-04-2023,Brazil,James Brown,12-03-1961
2203,any,40,62.52,06-11-2022,Estonia,Melissa Hopkins,08-11-2002
4308,foreign,10,7.88,09-08-2022,Anguilla,Jack Ballard,05-11-1981
8824,term,97,90.32,26-02-2023,Tajikistan,Emily Vance,16-03-1944
1920,like,57,99.51,10-06-2022,Vietnam,Jennifer Wilkerson,11-09-1999
3291,truth,85,74.19,18-02-2023,Equatorial Guinea,Marilyn Brown,02-02-1956
5832,color,19,55.64,24-11-2022,Iran,Ann Arias,12-08-1944
7621,speech,4,56.74,02-12-2022,Cambodia,Casey Donovan,28-01-1974
9066,between,19,19.12,22-02-2023,Greenland,Kevin Carlson,05-01-1946
1068,part,64,12.07,16-04-2023,Hungary,Anthony Davis,13-01-1992
2009,side,86,76.90,06-04-2023,Comoros,Dana Solomon,01-12-1958
6531,something,57,13.55,30-08-2022,Bouvet Island (Bouvetoya),Joshua Aguilar,14-09-1985
4750,nearly,30,34.85,24-04-2023,Paraguay,Monica Murray,26-07-1969
9642,truth,44,98.75,13-06-2022,Kenya,Jamie Rivera,01-10-1969
4492,someone,85,76.01,29-12-2022,Hong Kong,Emily Phillips,12-06-1971
3859,radio,36,82.41,01-03-2023,Albania,Jeffrey Sanchez,25-09-1975
9018,probably,83,57.72,25-09-2022,Dominican Republic,Robert Morales,04-12-1970
6793,list,15,47.59,24-08-2022,Brunei Darussalam,Christopher Smith,28-09-1970
5111,trade,10,79.70,01-10-2022,Uganda,Michael Jackson,23-08-1983
9042,west,40,75.84,31-12-2022,Gibraltar,Christina Warren,18-06-1946
6394,eight,25,39.77,04-09-2022,Mayotte,Albert Butler,17-10-1943
7880,politics,73,61.23,14-03-2023,New Caledonia,Laura Meyer,23-09-1943
1803,event,57,79.98,21-04-2023,Iceland,Barry Waters,31-07-1963
3115,main,62,67.46,21-09-2022,Nepal,Richard Perry MD,28-08-1986
9933,sing,17,94.92,14-09-2022,Argentina,Robert Young,07-05-1996
886,live,29,26.73,12-09-2022,Brunei Darussalam,Melissa Mack,23-07-1970
5773,which,93,7.24,14-09-2022,Libyan Arab Jamahiriya,Elizabeth Bennett,08-07-2000
1636,case,79,6.42,19-06-2022,Cuba,William Burton,11-03-1982
4877,state,39,70.52,25-06-2022,Mauritania,Clayton Watts,31-05-2002
2100,choice,71,26.20,28-10-2022,Gabon,Andrew Jenkins,23-07-1948
6191,member,18,23.90,16-04-2023,Saint Vincent and the Grenadines,Alisha Wilson,03-08-1987
2204,site,65,31.17,24-03-2023,Guinea-Bissau,Amy Clay,24-09-1992
5873,director,95,50.65,04-01-2023,Martinique,Jennifer Shelton,10-10-1992
457,than,23,54.44,03-02-2023,Romania,Maria Wilson,09-08-1957
6775,maybe,39,32.37,12-05-2023,Dominican Republic,Ms. Jennifer Knight,25-05-1973
2650,surface,64,88.96,30-11-2022,Latvia,Laura Lee,19-12-1960
7113,step,82,17.37,25-08-2022,Portugal,Tammy Roberts,26-12-1985
542,bit,15,77.36,04-12-2022,Falkland Islands (Malvinas),Robert White,28-04-1992
2349,in,28,72.73,03-06-2023,Pakistan,Christine Beard,01-06-1990
2877,may,68,9.01,16-08-2022,El Salvador,Amy Jackson,25-01-1956
5761,statement,96,36.21,26-03-2023,Guinea,Theresa Gonzalez,30-10-1964
1805,wall,46,76.55,05-10-2022,Kyrgyz Republic,Bruce Chavez,11-12-1945
2734,join,95,57.47,12-10-2022,Malta,Pamela Holt,17-08-1971
9045,wife,66,71.16,05-11-2022,Belgium,Dr. Debra Jones,30-06-1997
6701,suddenly,77,22.97,16-06-2022,Anguilla,Jerome Becker,10-08-1981
640,raise,12,48.97,03-04-2023,Cape Verde,Mr. Joshua Johnson,17-02-1994
7580,test,86,79.26,01-04-2023,Mozambique,Jessica Brown,18-09-2001
920,occur,82,13.01,30-10-2022,Venezuela,Raymond Dean,30-07-1944
3093,dog,61,25.86,17-07-2022,Moldova,David Jensen,02-07-1960
1386,care,20,48.29,01-09-2022,Pakistan,Kimberly Bradshaw,31-03-1959
8508,top,55,17.39,29-12-2022,Ireland,Gavin Nguyen,19-01-1972
6590,great,87,80.38,15-06-2022,Burundi,Kelly Medina,02-08-1992
1557,although,57,73.77,15-02-2023,Cocos (Keeling) Islands,Barbara Thompson,14-11-1974
2922,forget,100,69.13,24-08-2022,United States Virgin Islands,Randall Wright,14-08-1988
4632,bring,19,82.41,13-11-2022,Bhutan,Carlos Peterson,21-12-1998
2771,just,37,77.65,18-09-2022,Isle of Man,Mr. Daniel Castro,21-02-1966
6161,various,47,47.98,28-05-2023,Nauru,Mary Nguyen,27-01-1998
5,feel,1,50.43,04-07-2022,American Samoa,Jesse Gardner,25-06-1951
2769,everyone,72,52.93,23-06-2022,Hong Kong,Nathan Anderson,09-09-2000
8123,suffer,29,21.30,29-04-2023,Nauru,Ian Brown,07-09-1999
2136,service,90,59.81,08-08-2022,Ecuador,Matthew Hernandez,10-11-1983
3443,trouble,13,76.34,30-10-2022,Kiribati,Joseph Bennett,17-04-1957
7960,those,79,40.80,15-01-2023,Israel,Adam Simpson,16-03-1971
4124,simply,51,18.28,18-05-2023,Aruba,Paul Bell,22-06-1975
3511,suggest,13,79.37,29-10-2022,French Guiana,Nicholas Donovan,08-01-1965
655,cup,78,35.97,31-12-2022,Guadeloupe,Virginia Clark,07-02-1958
6935,forward,43,3.62,09-12-2022,Benin,Michael Allen,25-09-1956
7737,occur,74,30.72,26-03-2023,Greece,Raymond Martinez,30-07-1979
5674,break,12,2.84,20-06-2022,Gibraltar,Raymond Daniels,27-11-1951
1820,town,46,58.69,19-01-2023,Liechtenstein,David Burns,14-11-1944
2951,professional,35,72.14,16-06-2022,Lao People's Democratic Republic,Patrick Owens,18-12-1998
3454,position,48,6.68,09-09-2022,Netherlands,Joseph Burton,16-07-1988
4555,usually,28,18.53,25-04-2023,Slovakia (Slovak Republic),John Bell,30-11-1973
2033,agree,75,50.48,14-11-2022,Macao,Carmen Holland,11-04-1996
6378,list,92,38.09,30-06-2022,Ukraine,Tina Bailey,25-02-1981
1346,something,41,59.98,04-01-2023,Aruba,Jorge Blake,01-11-1948
5383,this,56,37.86,07-06-2023,Svalbard & Jan Mayen Islands,Andrea West,22-07-1984
3044,mother,93,48.71,30-06-2022,Lithuania,William Bradford,14-08-1979
2680,low,68,99.09,29-10-2022,Moldova,Terrance Clark,22-08-1961
7853,million,35,52.76,06-03-2023,Azerbaijan,Jade Cooper,09-03-1991
1043,network,93,78.16,19-10-2022,Jersey,Elizabeth Williams,10-09-1962
3603,data,48,98.73,24-04-2023,Ireland,Lucas Turner,15-01-1943
5097,every,93,97.74,16-08-2022,Costa Rica,Kevin Webster,17-05-2002
5540,itself,63,78.66,19-08-2022,Czech Republic,Jane Schwartz,31-10-1978
4805,seek,81,88.85,02-10-2022,Swaziland,Joseph Harris,31-03-1980
9226,eye,21,14.04,19-10-2022,Ecuador,Richard Phillips,20-03-1953
7424,everybody,42,98.00,22-06-2022,Svalbard & Jan Mayen Islands,Elizabeth Zuniga,20-12-1980
3596,task,35,78.14,28-09-2022,Cape Verde,Angela Ware,19-04-1990
8244,security,15,94.04,22-11-2022,United States of America,Steven Perry,26-09-1976
3938,where,41,30.66,11-05-2023,Vanuatu,Mathew Hernandez II,15-07-1960
6305,music,57,40.04,28-11-2022,Finland,Laura Ryan,07-03-1968
3437,government,41,88.78,30-04-2023,Nigeria,Pamela Steele,06-07-1983
8567,tell,67,14.68,01-01-2023,Kyrgyz Republic,William Long,18-08-1962
7830,produce,41,4.00,10-10-2022,Faroe Islands,Courtney Dunn,23-06-1965
2340,political,2,99.85,09-04-2023,Tunisia,Raymond Miller,28-08-1983
1902,lead,73,52.34,05-07-2022,New Zealand,Jonathan Clay,15-02-1970
7962,national,94,65.99,21-09-2022,Bhutan,Lawrence Shah,31-08-2000
1546,hour,72,1.82,24-08-2022,Italy,Ronald Church,19-08-1970
3491,ball,71,57.21,31-01-2023,Greece,Bradley Cannon,19-07-1992
2559,door,98,83.38,08-09-2022,Malaysia,Justin Lam MD,12-12-1977
5937,wear,92,7.02,09-02-2023,Thailand,Mr. Michael Moody DDS,12-02-1969
2469,condition,73,86.70,31-08-2022,Mozambique,Erin Fox,25-09-1955
1261,so,7,43.41,19-04-2023,Tunisia,Amanda Martin,03-07-1972
6174,outside,6,63.25,20-06-2022,Oman,Brittany Cochran,30-11-1950
820,reality,3,96.17,25-06-2022,Portugal,Justin Simpson,04-06-1951
2335,near,5,49.92,31-12-2022,Monaco,Stanley Price,19-03-1996
9077,among,99,53.73,12-10-2022,France,Morgan Martinez,16-11-1960
3282,most,84,32.79,02-06-2023,French Polynesia,Michael Wagner,17-04-2004
4948,evening,27,69.09,26-11-2022,Guadeloupe,Alexa Maldonado,09-02-1944
3948,these,17,64.53,06-06-2023,Congo,Cynthia Thompson,05-12-1957
8754,option,80,38.19,18-02-2023,Sri Lanka,Steven Butler,24-12-1952
4977,support,76,89.41,06-11-2022,Timor-Leste,Kevin Fields,03-05-1982
9709,answer,46,19.83,16-07-2022,Isle of Man,Erin Wilkerson,14-03-1957
4423,maintain,99,84.00,06-05-2023,Cyprus,Gregg Robinson,09-10-1974
6117,he,75,17.62,03-02-2023,Portugal,Michael Ellis,28-12-1980
5316,chance,3,78.77,04-10-2022,Kyrgyz Republic,Paul Smith MD,29-02-1984
7283,every,22,96.42,22-08-2022,Zambia,Amy Murray,30-04-1943
4689,campaign,43,49.46,08-10-2022,Suriname,Bryan Fischer,11-07-1991
4248,close,23,4.26,03-06-2023,Montenegro,Jason Colon,26-01-1952
199,effect,81,24.49,01-11-2022,Burkina Faso,Cassie Keller,14-11-1971
1978,large,69,78.48,11-07-2022,Korea,Eric Oliver,22-05-1997
6670,brother,24,64.84,28-09-2022,Ireland,Scott Tran,16-02-1954
8446,have,38,72.15,08-05-2023,Senegal,Bradley Novak,15-08-2004
3361,serious,24,60.48,11-07-2022,French Polynesia,Kathleen Simon,17-09-2004
1385,agency,94,89.75,28-01-2023,South Africa,Mark Rogers,04-08-1945
9777,whatever,98,75.09,28-03-2023,Tuvalu,Isaac Becker,30-08-1958
7528,behavior,64,90.82,05-06-2023,Iceland,Ryan Williams,25-06-1993
446,practice,48,92.57,09-03-2023,Marshall Islands,Kelli Murphy,02-08-1985
4228,reality,24,12.63,18-12-2022,India,Craig Lynch,16-04-1972
7154,bag,57,91.06,11-03-2023,United States of America,Christopher Kent,08-03-1949
5822,Republican,33,33.77,04-11-2022,Turks and Caicos Islands,Chad Todd,18-12-1986
7244,computer,9,10.41,22-06-2022,Bhutan,Daniel Scott,07-11-1967
2194,all,81,29.06,21-12-2022,Canada,Jasmine Mullen,31-12-1971
2339,system,35,59.72,23-07-2022,Switzerland,Yolanda Carpenter,20-01-1947
5777,look,5,63.02,04-03-2023,Algeria,Tiffany Drake,07-01-1955
9552,class,28,5.56,14-11-2022,Barbados,Amy Watkins,01-07-2003
4095,heavy,80,70.03,15-04-2023,Kiribati,Amber Gallagher,28-09-1990
6433,structure,71,44.36,15-01-2023,United States Minor Outlying Islands,Jeanne Hunt,16-09-1977
3724,authority,40,90.93,22-09-2022,Bhutan,Joseph Jacobs,17-12-1966
1285,simple,7,44.21,13-12-2022,Turks and Caicos Islands,Tracy Cruz,30-06-1947
7534,defense,34,30.20,25-08-2022,Cocos (Keeling) Islands,Ernest Ramirez,30-09-1985
9572,note,25,37.02,06-08-2022,United Arab Emirates,Christopher Russell,11-04-1983
6157,thank,59,38.52,13-06-2022,Liechtenstein,Carol Rivera,03-08-1983
7801,paper,54,18.56,22-03-2023,Bosnia and Herzegovina,Pedro Melendez,22-11-1982
3864,particular,63,39.44,14-06-2022,New Zealand,Connie Miller,10-03-1981
818,way,14,14.73,19-04-2023,Pakistan,Melissa Warner,23-01-1954
3952,on,87,4.64,28-03-2023,Egypt,Courtney Flores,06-11-1993
9423,how,1,81.25,28-12-2022,Armenia,Albert Chung,21-02-1966
4475,stage,74,98.28,27-07-2022,San Marino,Scott Hickman,28-12-1980
3277,positive,47,5.57,01-12-2022,Guinea,Aaron Krueger,25-10-1979
6685,right,88,23.51,10-08-2022,Tonga,Wanda Cole,02-11-1970
8557,step,47,79.83,16-05-2023,Iraq,Melinda Jackson,07-12-1951
4662,save,39,72.65,01-07-2022,Oman,Katherine Burns,10-12-1973
465,head,48,42.23,10-03-2023,Nicaragua,Timothy Conway,10-11-1984
8194,most,74,71.77,16-07-2022,Argentina,Tyrone Duffy,27-10-1996
9245,upon,80,32.06,20-07-2022,Saint Helena,Michael Nelson,09-09-1956
1300,main,91,27.10,30-08-2022,Barbados,Dennis Stevens,29-12-1964
2241,responsibility,70,75.39,02-11-2022,Isle of Man,Debra Carroll,02-01-1982
8666,travel,99,48.37,18-12-2022,Botswana,Amanda Santana,28-05-1971
5936,turn,65,98.18,20-04-2023,Montenegro,Colleen Miller,08-07-1967
2336,deep,12,59.64,10-06-2023,Gibraltar,Sarah Gonzalez,23-09-1968
9553,get,64,5.72,03-08-2022,Ukraine,Cory Rogers,28-01-1986
6900,allow,10,46.65,03-11-2022,Namibia,Brenda Gentry,29-04-1965
8606,above,65,38.55,18-12-2022,Macao,Greg Aguilar,30-08-1980
6155,add,52,55.18,17-07-2022,Saint Kitts and Nevis,Cindy Cooper,13-07-2000
5658,son,4,85.64,04-10-2022,Faroe Islands,Randall Moore,28-06-1972
6244,single,27,47.45,08-02-2023,Samoa,Michael Parsons,06-05-1985
7709,Congress,92,54.75,28-05-2023,Armenia,Brandon Woods,29-09-2001
4924,fish,4,55.10,01-07-2022,Bangladesh,Julie Kelly,13-06-1996
8751,little,79,26.07,04-10-2022,Syrian Arab Republic,John Alvarado,07-07-1998
2262,phone,71,39.38,06-01-2023,Paraguay,Lance Turner,12-07-1950
4741,sister,7,12.02,21-04-2023,Nigeria,Scott Smith,11-09-1946
995,billion,38,88.27,10-01-2023,Cuba,Tracy Garcia,28-09-2004
4727,course,54,37.23,28-08-2022,Saint Vincent and the Grenadines,Miranda Navarro,18-07-1986
2255,hundred,37,13.34,13-10-2022,Micronesia,Cynthia Meyers,16-03-1967
9166,moment,61,92.09,17-02-2023,Saint Martin,Kristin Mullins,29-03-2000
5339,technology,22,15.08,22-08-2022,Martinique,Mark Small,03-07-1959
5727,start,69,92.78,19-07-2022,Cambodia,Dale Middleton,04-07-1977
33,school,4,55.67,02-05-2023,Northern Mariana Islands,Rodney Browning,24-03-1983
4965,upon,57,56.44,13-07-2022,Chad,Janet Moody,19-04-1955
2828,grow,52,51.15,14-10-2022,United Kingdom,Gregory Long,03-01-1943
2584,fund,91,57.04,06-04-2023,Kuwait,Tara Roberts,21-12-1949
3056,at,86,94.63,02-07-2022,Turkey,Evan Love,21-06-1968
3895,dark,29,72.13,20-03-2023,Ecuador,Ross Young,19-08-2000
4738,black,26,66.04,27-08-2022,Guinea-Bissau,Diana Morrow,01-02-1952
6371,attack,44,55.59,18-05-2023,Ukraine,James Burgess,14-02-1975
6047,fill,32,20.25,07-04-2023,Colombia,Mike Fuller,27-09-1988
5009,artist,23,1.36,13-05-2023,Belarus,Kevin Wheeler,25-06-1985
3414,five,11,64.31,01-01-2023,United States Minor Outlying Islands,Breanna Rodriguez,31-01-1959
6114,ago,95,22.26,23-04-2023,Somalia,Jennifer Ware,17-06-1997
2501,prove,17,80.60,28-10-2022,Qatar,Ryan Cannon,13-08-1976
3545,during,39,60.13,05-03-2023,Mali,Cindy Romero,18-01-1999
3165,structure,64,79.25,18-12-2022,Turks and Caicos Islands,Melissa Yang,14-11-1979
5867,than,79,51.39,05-07-2022,Cook Islands,Nicole Howell,08-04-1983
2877,boy,96,67.55,26-11-2022,Netherlands Antilles,Denise Schwartz,27-12-1990
4531,own,75,9.14,22-07-2022,Bahamas,Kathleen Johnson,02-01-1956
6305,style,2,86.30,08-02-2023,Andorra,Sarah Howe,27-05-1958
2624,everyone,8,20.48,26-06-2022,Netherlands Antilles,Julia Perry,24-04-1979
